Case_ID,Case_Type,Priority,Received_Date,Start_Time,End_Time,Agent_ID,Agent_Name,Department,Status,SLA_Target_Hours,Country
CASE-100177,AML Review,Low,2026-04-14,2026-04-14 10:01:29,2026-04-14 21:31:43,AGT0064,Angela Allen,AML Operations,Closed,40,United States
CASE-100178,AML Review,Low,2026-02-17,2026-02-17 18:50:10,2026-02-18 08:43:49,AGT0043,Michelle Taylor,AML Operations,Closed,40,United States
CASE-100179,AML Review,Low,2025-11-24,2025-11-25 01:03:15,2025-11-25 04:26:22,AGT0088,Pamela Moore,AML Operations,Closed,40,United States
CASE-100180,KYC Review,Medium,2026-04-01,2026-04-01 23:32:52,2026-04-03 21:46:47,AGT0054,Stephanie Ramos,KYC Operations,Closed,50,Singapore
CASE-100181,Fraud Alert,Medium,2025-09-09,2025-09-09 11:17:10,2025-09-09 20:43:07,AGT0068,Carol Rodriguez,Fraud Operations,Closed,40,Germany
CASE-100182,AML Review,Medium,2026-07-13,2026-07-13 10:28:21,,AGT0031,William Nguyen,AML Operations,Pending,60,Australia
CASE-100183,AML Review,Low,2026-05-17,2026-05-17 19:57:57,,AGT0073,Laura Miller,AML Operations,Pending,40,Canada
CASE-100184,Fraud Alert,Medium,2026-04-21,2026-04-21 16:37:54,2026-04-22 03:13:38,AGT0002,Dorothy Clark,Fraud Operations,Closed,40,Singapore
CASE-100185,AML Review,Medium,2026-05-01,2026-05-01 12:53:23,2026-05-02 04:45:56,AGT0097,Maria Green,AML Operations,Closed,60,India
CASE-100186,KYC Review,Medium,2026-03-13,2026-03-13 13:37:42,,AGT0003,Ivan Garcia,KYC Operations,Open,50,Australia
CASE-100187,Fraud Alert,Medium,2025-11-19,2025-11-19 09:37:45,,AGT0092,Susan Chavez,Fraud Operations,Open,40,Mexico
CASE-100188,AML Review,High,2026-01-01,2026-01-01 06:52:00,2026-01-03 08:12:05,AGT0079,Raj Campbell,AML Operations,Closed,90,United States
CASE-100189,AML Review,Medium,2026-07-12,2026-07-12 08:55:57,,AGT0049,Linda Cruz,AML Operations,Open,60,South Africa
CASE-100190,AML Review,Medium,2026-03-28,2026-03-28 13:07:30,2026-03-29 08:02:44,AGT0016,Amanda Jones,AML Operations,Closed,60,United States
CASE-100191,AML Review,Low,2026-04-18,2026-04-18 23:45:35,,AGT0034,Amy White,AML Operations,Pending,40,United Kingdom
CASE-100192,Fraud Alert,Medium,2025-09-13,2025-09-13 07:52:52,2025-09-13 15:09:15,AGT0065,Samuel Reyes,Fraud Operations,Closed,40,Mexico
CASE-100193,KYC Review,Low,2026-01-24,2026-01-24 07:12:37,,AGT0054,Stephanie Ramos,KYC Operations,Pending,32,India
CASE-100194,AML Review,Medium,2026-07-21,2026-07-21 20:59:52,,AGT0001,Kevin Edwards,AML Operations,Pending,60,United States
CASE-100195,KYC Review,High,2025-08-16,2025-08-16 07:25:00,2025-08-17 21:26:21,AGT0078,Anna Lewis,KYC Operations,Closed,75,United States
CASE-100196,Fraud Alert,Medium,2026-07-16,2026-07-16 08:14:32,2026-07-17 14:26:50,AGT0026,Deborah Long,Fraud Operations,Closed,40,United States
CASE-100197,Fraud Alert,High,2026-04-01,2026-04-01 16:31:37,,AGT0032,Melissa Stewart,Fraud Operations,Open,48,United States
CASE-100198,KYC Review,Medium,2026-05-13,2026-05-13 11:32:36,2026-05-14 05:43:07,AGT0069,Olga Brooks,KYC Operations,Closed,50,United States
CASE-100199,AML Review,Medium,2026-03-06,2026-03-06 13:17:25,2026-03-08 00:24:42,AGT0091,Wei Collins,AML Operations,Closed,60,Australia
CASE-100200,AML Review,Low,2025-08-19,2025-08-19 14:51:21,2025-08-19 22:12:42,AGT0094,Mark Murphy,AML Operations,Closed,40,Canada
CASE-100201,KYC Review,Medium,2026-03-25,2026-03-25 08:06:49,2026-03-26 07:07:53,AGT0032,Melissa Stewart,KYC Operations,Closed,50,Germany
CASE-100202,AML Review,Low,2026-02-14,2026-02-14 19:01:17,2026-02-15 04:02:27,AGT0076,Ahmed Rogers,AML Operations,Closed,40,United States
CASE-100203,KYC Review,Low,2026-06-11,2026-06-11 02:49:27,2026-06-11 08:00:44,AGT0051,Chloe Adams,KYC Operations,Closed,32,Japan
CASE-100204,AML Review,Low,2026-05-08,2026-05-08 15:25:26,2026-05-09 03:24:23,AGT0037,Noah Flores,AML Operations,Closed,40,Brazil
CASE-100205,Fraud Alert,Low,2025-11-28,2025-11-28 05:54:07,2025-11-28 15:16:07,AGT0059,Daniel Baker,Fraud Operations,Closed,30,Germany
CASE-100206,KYC Review,Medium,2026-02-22,2026-02-23 05:13:30,,AGT0018,Sofia Cox,KYC Operations,Open,50,Mexico
CASE-100207,KYC Review,Low,2026-06-05,2026-06-05 09:26:12,2026-06-05 14:27:49,AGT0045,Charles Robinson,KYC Operations,Closed,32,India
CASE-100208,Fraud Alert,Medium,2026-02-03,2026-02-03 23:58:52,2026-02-04 12:57:03,AGT0008,Stephen Hill,Fraud Operations,Closed,40,Mexico
CASE-100209,Fraud Alert,Low,2025-12-23,2025-12-23 21:47:59,,AGT0005,Shirley Morris,Fraud Operations,Open,30,India
CASE-100210,AML Review,Medium,2025-12-27,2025-12-28 00:53:24,,AGT0040,Richard Castillo,AML Operations,Open,60,Germany
CASE-100211,AML Review,Medium,2026-06-01,2026-06-01 10:37:13,2026-06-01 19:54:33,AGT0070,Christopher Lee,AML Operations,Closed,60,Mexico
CASE-100212,AML Review,Medium,2025-11-07,2025-11-08 07:09:03,2025-11-09 08:10:54,AGT0046,Eric Hernandez,AML Operations,Closed,60,Germany
CASE-100213,Fraud Alert,Low,2026-06-27,2026-06-27 06:15:01,2026-06-27 16:59:54,AGT0011,Brenda Bennett,Fraud Operations,Closed,30,United States
CASE-100214,KYC Review,Medium,2025-10-20,2025-10-21 03:29:01,2025-10-21 19:56:06,AGT0063,Michael Morales,KYC Operations,Closed,50,South Africa
CASE-100215,Fraud Alert,Medium,2025-07-25,2025-07-25 15:28:16,2025-07-26 01:15:25,AGT0074,Carlos Lopez,Fraud Operations,Closed,40,India
CASE-100216,Fraud Alert,Low,2026-05-24,2026-05-24 20:31:57,2026-05-25 07:15:51,AGT0071,James Martin,Fraud Operations,Closed,30,India
CASE-100217,KYC Review,Low,2025-11-19,2025-11-19 14:04:55,2025-11-20 04:46:22,AGT0066,Karen Carter,KYC Operations,Closed,32,Australia
CASE-100218,Fraud Alert,Medium,2026-07-18,2026-07-18 17:34:11,2026-07-19 15:30:23,AGT0017,Edward Cooper,Fraud Operations,Closed,40,United Kingdom
CASE-100219,AML Review,Low,2025-11-20,2025-11-20 14:29:36,,AGT0046,Eric Hernandez,AML Operations,Open,40,United Arab Emirates
CASE-100220,AML Review,Medium,2026-06-09,2026-06-09 22:47:43,2026-06-10 04:17:42,AGT0016,Amanda Jones,AML Operations,Closed,60,United States
CASE-100221,KYC Review,Medium,2025-11-02,2025-11-02 15:43:23,,AGT0021,Donald Mitchell,KYC Operations,Pending,50,Brazil
CASE-100222,Fraud Alert,Low,2025-11-16,2025-11-16 23:37:11,2025-11-17 12:02:24,AGT0011,Brenda Bennett,Fraud Operations,Closed,30,India
CASE-100223,AML Review,Low,2025-12-07,2025-12-07 06:18:13,,AGT0022,Nancy Patel,AML Operations,Pending,40,United States
CASE-100224,Fraud Alert,Medium,2025-10-16,2025-10-16 11:46:01,2025-10-17 02:14:51,AGT0056,Joshua Price,Fraud Operations,Closed,40,India
CASE-100225,KYC Review,Low,2026-05-11,2026-05-11 11:39:28,2026-05-11 17:19:39,AGT0048,Jacob Hughes,KYC Operations,Closed,32,India
CASE-100226,KYC Review,High,2026-03-20,2026-03-20 18:27:00,,AGT0015,Larry Nelson,KYC Operations,Pending,75,United States
CASE-100227,AML Review,Low,2025-12-10,2025-12-10 18:32:57,2025-12-11 09:25:40,AGT0058,Jonathan Ward,AML Operations,Closed,40,Singapore
CASE-100228,AML Review,High,2026-03-05,2026-03-05 02:59:48,2026-03-09 04:17:05,AGT0013,Sharon Richardson,AML Operations,Closed,90,Singapore
CASE-100229,KYC Review,High,2026-03-02,2026-03-02 13:30:18,2026-03-05 04:30:32,AGT0063,Michael Morales,KYC Operations,Closed,75,India
CASE-100230,KYC Review,High,2025-08-06,2025-08-06 10:06:32,2025-08-07 05:47:28,AGT0009,Jessica Sanchez,KYC Operations,Closed,75,Canada
CASE-100231,KYC Review,Low,2026-07-04,2026-07-04 21:38:28,2026-07-05 14:57:16,AGT0081,Nicholas Ross,KYC Operations,Closed,32,United Kingdom
CASE-100232,KYC Review,Low,2025-08-03,2025-08-03 09:56:30,2025-08-05 04:18:32,AGT0006,Ronald Harris,KYC Operations,Closed,32,United Kingdom
CASE-100233,AML Review,Low,2025-10-21,2025-10-21 18:49:18,,AGT0040,Richard Castillo,AML Operations,Open,40,United States
CASE-100234,AML Review,Low,2026-03-07,2026-03-07 10:20:55,2026-03-07 18:15:31,AGT0034,Amy White,AML Operations,Closed,40,United Kingdom
CASE-100235,AML Review,Medium,2026-05-19,2026-05-19 18:04:29,2026-05-20 11:19:40,AGT0082,Sandra Diaz,AML Operations,Closed,60,United Arab Emirates
CASE-100236,KYC Review,Low,2026-04-01,2026-04-01 08:41:28,2026-04-02 03:44:54,AGT0024,Aisha Turner,KYC Operations,Closed,32,United Arab Emirates
CASE-100237,Fraud Alert,Medium,2026-02-18,2026-02-18 12:41:42,2026-02-19 01:04:58,AGT0068,Carol Rodriguez,Fraud Operations,Closed,40,Mexico
CASE-100238,Fraud Alert,Medium,2025-09-15,2025-09-15 07:01:57,,AGT0008,Stephen Hill,Fraud Operations,Pending,40,Singapore
CASE-100239,KYC Review,Medium,2026-07-14,2026-07-14 18:35:13,,AGT0018,Sofia Cox,KYC Operations,Open,50,Philippines
CASE-100240,AML Review,Low,2026-02-14,2026-02-14 22:56:57,2026-02-15 05:18:59,AGT0079,Raj Campbell,AML Operations,Closed,40,Brazil
CASE-100241,Fraud Alert,Medium,2025-09-07,2025-09-08 01:20:02,2025-09-08 12:53:01,AGT0071,James Martin,Fraud Operations,Closed,40,United States
CASE-100242,Fraud Alert,Low,2025-09-21,2025-09-21 16:27:26,2025-09-22 04:07:21,AGT0029,Mei Thomas,Fraud Operations,Closed,30,Germany
CASE-100243,KYC Review,Low,2025-07-24,2025-07-25 02:28:16,2025-07-25 14:05:05,AGT0078,Anna Lewis,KYC Operations,Closed,32,Germany
CASE-100244,AML Review,High,2026-03-17,2026-03-17 23:21:57,2026-03-20 04:30:24,AGT0100,Samantha Ramirez,AML Operations,Closed,90,United States
CASE-100245,Fraud Alert,Medium,2026-04-15,2026-04-15 13:19:23,2026-04-16 09:56:16,AGT0047,Kathleen Myers,Fraud Operations,Closed,40,United Kingdom
CASE-100246,KYC Review,Medium,2026-04-05,2026-04-06 00:13:46,,AGT0027,Katherine Brown,KYC Operations,Pending,50,Brazil
CASE-100247,AML Review,Low,2025-08-19,2025-08-19 07:27:18,2025-08-19 14:32:50,AGT0031,William Nguyen,AML Operations,Closed,40,Canada
CASE-100248,AML Review,Medium,2025-09-29,2025-09-29 16:13:37,,AGT0061,Matthew Parker,AML Operations,Open,60,United Kingdom
CASE-100249,Fraud Alert,Medium,2026-07-16,2026-07-16 19:49:28,2026-07-17 17:27:57,AGT0041,Andrew Kelly,Fraud Operations,Closed,40,United States
CASE-100250,AML Review,Medium,2026-06-11,2026-06-11 22:32:46,2026-06-13 06:50:46,AGT0076,Ahmed Rogers,AML Operations,Closed,60,France
CASE-100251,Fraud Alert,Medium,2026-07-22,2026-07-22 08:56:53,,AGT0092,Susan Chavez,Fraud Operations,Pending,40,Canada
CASE-100252,Fraud Alert,Medium,2025-07-31,2025-07-31 22:41:16,2025-08-01 12:06:46,AGT0005,Shirley Morris,Fraud Operations,Closed,40,Germany
CASE-100253,KYC Review,High,2025-11-16,2025-11-16 09:53:23,,AGT0006,Ronald Harris,KYC Operations,Open,75,United States
CASE-100254,KYC Review,Low,2025-09-22,2025-09-23 00:51:17,2025-09-23 06:39:52,AGT0009,Jessica Sanchez,KYC Operations,Closed,32,Mexico
CASE-100255,AML Review,High,2026-04-05,2026-04-05 11:44:17,2026-04-06 00:52:33,AGT0037,Noah Flores,AML Operations,Closed,90,India
CASE-100256,KYC Review,Medium,2025-12-10,2025-12-10 18:28:46,2025-12-11 12:25:44,AGT0018,Sofia Cox,KYC Operations,Closed,50,United States
CASE-100257,KYC Review,Medium,2026-03-22,2026-03-22 09:49:25,2026-03-23 01:51:24,AGT0033,Cynthia Rivera,KYC Operations,Closed,50,United States
CASE-100258,KYC Review,Low,2025-10-06,2025-10-06 15:56:02,2025-10-07 06:15:37,AGT0042,Lisa Watson,KYC Operations,Closed,32,United States
CASE-100259,AML Review,Medium,2026-05-26,2026-05-26 19:39:44,2026-05-27 13:49:36,AGT0040,Richard Castillo,AML Operations,Closed,60,United States
CASE-100260,KYC Review,High,2025-10-01,2025-10-01 02:55:05,2025-10-03 16:55:52,AGT0039,Priya Foster,KYC Operations,Closed,75,Australia
CASE-100261,Fraud Alert,Medium,2026-02-21,2026-02-21 13:12:14,2026-02-22 00:28:02,AGT0020,Donna Williams,Fraud Operations,Closed,40,United Kingdom
CASE-100262,KYC Review,High,2026-04-09,2026-04-09 11:03:50,2026-04-11 18:29:01,AGT0052,George Gutierrez,KYC Operations,Closed,75,Canada
CASE-100263,AML Review,Medium,2025-12-15,2025-12-15 11:43:18,2025-12-16 05:21:32,AGT0001,Kevin Edwards,AML Operations,Closed,60,United States
CASE-100264,AML Review,Medium,2026-05-16,2026-05-16 17:52:53,2026-05-17 11:49:29,AGT0037,Noah Flores,AML Operations,Closed,60,India
CASE-100265,AML Review,Medium,2026-03-09,2026-03-09 19:41:51,,AGT0010,Brandon Evans,AML Operations,Open,60,United States
CASE-100266,Fraud Alert,Medium,2026-01-10,2026-01-11 01:15:54,2026-01-11 11:04:34,AGT0083,Margaret Howard,Fraud Operations,Closed,40,Singapore
CASE-100267,Fraud Alert,Low,2026-02-02,2026-02-02 21:15:30,2026-02-03 07:18:24,AGT0089,Barbara King,Fraud Operations,Closed,30,India
CASE-100268,Fraud Alert,High,2025-10-28,2025-10-28 14:33:52,2025-10-30 12:38:38,AGT0034,Amy White,Fraud Operations,Closed,48,Canada
CASE-100269,Fraud Alert,High,2025-11-20,2025-11-21 00:20:29,2025-11-22 09:26:16,AGT0035,Justin Martinez,Fraud Operations,Closed,48,Australia
CASE-100270,AML Review,Medium,2026-03-23,2026-03-23 13:52:52,,AGT0100,Samantha Ramirez,AML Operations,Open,60,Japan
CASE-100271,Fraud Alert,Low,2026-06-28,2026-06-29 10:07:32,2026-06-29 18:11:29,AGT0026,Deborah Long,Fraud Operations,Closed,30,Australia
CASE-100272,Fraud Alert,Medium,2026-04-03,2026-04-03 05:32:26,2026-04-03 18:22:11,AGT0010,Brandon Evans,Fraud Operations,Closed,40,India
CASE-100273,KYC Review,Low,2026-05-22,2026-05-22 13:05:14,2026-05-23 04:49:45,AGT0087,Jason Young,KYC Operations,Closed,32,Germany
CASE-100274,AML Review,High,2026-03-06,2026-03-06 10:00:05,2026-03-09 15:20:08,AGT0058,Jonathan Ward,AML Operations,Closed,90,United States
CASE-100275,Fraud Alert,Medium,2026-03-14,2026-03-14 01:47:28,2026-03-14 09:32:59,AGT0032,Melissa Stewart,Fraud Operations,Closed,40,Canada
CASE-100276,AML Review,Medium,2026-02-18,2026-02-19 03:54:45,2026-02-20 10:56:20,AGT0061,Matthew Parker,AML Operations,Closed,60,United Arab Emirates
CASE-100277,KYC Review,High,2025-08-31,2025-08-31 19:36:02,2025-09-02 02:03:32,AGT0042,Lisa Watson,KYC Operations,Closed,75,Australia
CASE-100278,KYC Review,High,2025-12-06,2025-12-06 15:06:56,2025-12-06 21:27:39,AGT0042,Lisa Watson,KYC Operations,Closed,75,Mexico
CASE-100279,AML Review,High,2026-02-12,2026-02-13 00:41:51,2026-02-15 08:35:31,AGT0055,Thomas Wright,AML Operations,Closed,90,United States
CASE-100280,AML Review,Medium,2026-01-08,2026-01-08 20:06:03,2026-01-10 00:32:43,AGT0001,Kevin Edwards,AML Operations,Closed,60,United Arab Emirates
CASE-100281,Fraud Alert,Medium,2026-01-02,2026-01-03 00:51:48,2026-01-04 07:39:56,AGT0008,Stephen Hill,Fraud Operations,Closed,40,Philippines
CASE-100282,AML Review,Low,2026-03-30,2026-03-30 19:42:56,2026-03-30 23:24:56,AGT0043,Michelle Taylor,AML Operations,Closed,40,Japan
CASE-100283,Fraud Alert,Low,2025-08-28,2025-08-28 10:04:22,2025-08-28 21:42:58,AGT0074,Carlos Lopez,Fraud Operations,Closed,30,United States
CASE-100284,KYC Review,Low,2025-12-18,2025-12-18 11:19:34,2025-12-18 17:49:59,AGT0006,Ronald Harris,KYC Operations,Closed,32,Australia
CASE-100285,Fraud Alert,High,2026-03-03,2026-03-03 07:52:26,2026-03-04 22:14:33,AGT0044,Kenneth Cook,Fraud Operations,Closed,48,United States
CASE-100286,Fraud Alert,Low,2026-07-19,2026-07-19 09:16:26,2026-07-19 22:32:20,AGT0047,Kathleen Myers,Fraud Operations,Closed,30,United States
CASE-100287,KYC Review,Medium,2026-07-14,2026-07-14 14:57:55,2026-07-15 04:07:12,AGT0078,Anna Lewis,KYC Operations,Closed,50,United Arab Emirates
CASE-100288,KYC Review,Medium,2025-08-16,2025-08-16 11:54:57,,AGT0042,Lisa Watson,KYC Operations,Open,50,United Kingdom
CASE-100289,AML Review,Medium,2025-12-21,2025-12-21 15:49:16,,AGT0052,George Gutierrez,AML Operations,Pending,60,India
CASE-100290,KYC Review,Low,2025-10-06,2025-10-06 08:59:11,,AGT0069,Olga Brooks,KYC Operations,Pending,32,Canada
CASE-100291,AML Review,Medium,2026-05-09,2026-05-09 07:30:13,2026-05-10 10:43:40,AGT0094,Mark Murphy,AML Operations,Closed,60,United States
CASE-100292,AML Review,Medium,2025-09-02,2025-09-02 22:52:58,,AGT0067,Emma Roberts,AML Operations,Pending,60,India
CASE-100293,KYC Review,Medium,2026-06-06,2026-06-06 11:47:17,2026-06-06 17:18:58,AGT0033,Cynthia Rivera,KYC Operations,Closed,50,Singapore
CASE-100294,AML Review,Low,2026-05-18,2026-05-18 07:00:19,2026-05-18 19:51:04,AGT0085,Omar Morgan,AML Operations,Closed,40,India
CASE-100295,AML Review,Medium,2026-06-15,2026-06-15 11:35:03,2026-06-16 15:56:58,AGT0040,Richard Castillo,AML Operations,Closed,60,United States
CASE-100296,KYC Review,High,2026-06-30,2026-06-30 01:16:50,,AGT0021,Donald Mitchell,KYC Operations,Pending,75,United Kingdom
CASE-100297,AML Review,Low,2026-03-19,2026-03-19 13:50:05,2026-03-19 22:19:14,AGT0034,Amy White,AML Operations,Closed,40,India
CASE-100298,Fraud Alert,Low,2025-10-12,2025-10-12 07:36:08,2025-10-12 18:29:34,AGT0044,Kenneth Cook,Fraud Operations,Closed,30,India
CASE-100299,KYC Review,High,2026-01-16,2026-01-16 22:49:02,2026-01-20 11:35:07,AGT0060,Gary Smith,KYC Operations,Closed,75,Japan
CASE-100300,AML Review,High,2026-02-26,2026-02-26 13:36:35,2026-03-01 02:54:40,AGT0025,Benjamin James,AML Operations,Closed,90,Brazil
CASE-100301,Fraud Alert,Low,2025-12-25,2025-12-25 08:34:06,,AGT0023,Steven Johnson,Fraud Operations,Pending,30,India
CASE-100302,AML Review,Medium,2026-03-28,2026-03-28 07:48:16,,AGT0029,Mei Thomas,AML Operations,Pending,60,United Kingdom
CASE-100303,KYC Review,High,2026-05-12,2026-05-12 16:09:19,2026-05-13 22:48:28,AGT0078,Anna Lewis,KYC Operations,Closed,75,United States
CASE-100304,AML Review,Medium,2026-07-17,2026-07-17 11:13:01,2026-07-18 02:18:03,AGT0067,Emma Roberts,AML Operations,Closed,60,Canada
CASE-100305,Fraud Alert,Medium,2026-06-26,2026-06-26 18:01:11,2026-06-27 20:11:09,AGT0071,James Martin,Fraud Operations,Closed,40,Japan
CASE-100306,AML Review,Low,2026-05-09,2026-05-09 06:37:33,2026-05-09 16:29:47,AGT0079,Raj Campbell,AML Operations,Closed,40,United States
CASE-100307,KYC Review,Low,2026-04-04,2026-04-04 10:32:24,2026-04-04 23:38:01,AGT0012,David Ortiz,KYC Operations,Closed,32,United States
CASE-100308,AML Review,Low,2025-11-18,2025-11-18 23:33:05,2025-11-19 02:46:34,AGT0052,George Gutierrez,AML Operations,Closed,40,United States
CASE-100309,KYC Review,Medium,2025-11-13,2025-11-13 23:24:27,2025-11-14 09:51:15,AGT0009,Jessica Sanchez,KYC Operations,Closed,50,Japan
CASE-100310,Fraud Alert,Low,2025-11-29,2025-11-29 08:12:38,2025-11-30 01:41:55,AGT0056,Joshua Price,Fraud Operations,Closed,30,United Arab Emirates
CASE-100311,Fraud Alert,Low,2026-06-10,2026-06-11 00:46:24,,AGT0065,Samuel Reyes,Fraud Operations,Pending,30,Singapore
CASE-100312,AML Review,Medium,2026-03-06,2026-03-06 04:19:28,2026-03-06 14:47:42,AGT0016,Amanda Jones,AML Operations,Closed,60,France
CASE-100313,Fraud Alert,Low,2025-09-29,2025-09-29 06:25:09,2025-09-29 19:06:37,AGT0047,Kathleen Myers,Fraud Operations,Closed,30,United States
CASE-100314,Fraud Alert,Low,2026-01-07,2026-01-07 17:48:38,,AGT0095,Ashley Wood,Fraud Operations,Open,30,United Kingdom
CASE-100315,Fraud Alert,Medium,2025-09-29,2025-09-29 22:14:24,,AGT0056,Joshua Price,Fraud Operations,Open,40,Japan
CASE-100316,AML Review,Medium,2026-01-27,2026-01-27 23:24:01,2026-01-29 00:35:36,AGT0025,Benjamin James,AML Operations,Closed,60,Germany
CASE-100317,Fraud Alert,Medium,2025-12-10,2025-12-10 09:06:58,2025-12-11 20:49:16,AGT0011,Brenda Bennett,Fraud Operations,Closed,40,Canada
CASE-100318,AML Review,Medium,2026-03-27,2026-03-27 12:30:01,,AGT0001,Kevin Edwards,AML Operations,Open,60,Singapore
CASE-100319,AML Review,Low,2026-01-13,2026-01-13 04:35:27,,AGT0076,Ahmed Rogers,AML Operations,Pending,40,Australia
CASE-100320,Fraud Alert,Medium,2025-08-31,2025-08-31 11:08:52,2025-09-01 16:44:32,AGT0068,Carol Rodriguez,Fraud Operations,Closed,40,India
CASE-100321,AML Review,Medium,2025-11-16,2025-11-16 21:14:00,2025-11-17 07:15:14,AGT0043,Michelle Taylor,AML Operations,Closed,60,Germany
CASE-100322,KYC Review,Medium,2026-05-05,2026-05-05 14:13:31,2026-05-07 06:52:01,AGT0032,Melissa Stewart,KYC Operations,Closed,50,United States
CASE-100323,Fraud Alert,Medium,2026-02-11,2026-02-11 00:37:38,2026-02-12 08:52:22,AGT0014,Jeffrey Hall,Fraud Operations,Closed,40,India
CASE-100324,Fraud Alert,High,2025-09-25,2025-09-25 18:02:56,2025-09-30 13:32:17,AGT0092,Susan Chavez,Fraud Operations,Closed,48,India
CASE-100325,KYC Review,High,2026-07-03,2026-07-03 11:11:38,2026-07-08 11:34:21,AGT0087,Jason Young,KYC Operations,Closed,75,United States
CASE-100326,AML Review,Medium,2026-06-15,2026-06-15 14:39:35,2026-06-16 13:16:03,AGT0049,Linda Cruz,AML Operations,Closed,60,Australia
CASE-100327,Fraud Alert,High,2025-11-20,2025-11-20 18:18:53,2025-11-22 21:16:35,AGT0080,Nicole Phillips,Fraud Operations,Closed,48,India
CASE-100328,KYC Review,High,2026-05-07,2026-05-07 13:23:48,2026-05-08 19:25:52,AGT0090,Helen Jackson,KYC Operations,Closed,75,India
CASE-100329,Fraud Alert,Low,2025-11-14,2025-11-15 06:50:43,2025-11-15 14:58:43,AGT0032,Melissa Stewart,Fraud Operations,Closed,30,United Arab Emirates
CASE-100330,KYC Review,Medium,2026-03-18,2026-03-18 13:24:09,2026-03-19 11:25:03,AGT0009,Jessica Sanchez,KYC Operations,Closed,50,United States
CASE-100331,AML Review,Medium,2025-09-21,2025-09-21 08:15:43,2025-09-21 22:47:45,AGT0070,Christopher Lee,AML Operations,Closed,60,Australia
CASE-100332,KYC Review,Medium,2025-08-12,2025-08-12 11:30:02,2025-08-13 13:11:41,AGT0069,Olga Brooks,KYC Operations,Closed,50,United States
CASE-100333,KYC Review,Low,2025-09-21,2025-09-21 05:44:30,,AGT0048,Jacob Hughes,KYC Operations,Pending,32,United States
CASE-100334,Fraud Alert,Low,2026-04-25,2026-04-25 09:43:06,2026-04-26 05:30:54,AGT0035,Justin Martinez,Fraud Operations,Closed,30,United States
